1 541.6873303368812, 599.3778695430383
2 512.7400415602125, 620.579185113147
3 709.8031395404914, 492.35629860990053
4 635.7923671849417, 115.74980056518949
5 699.909303045868, 299.4972066971589
7 676.7758777575931, 896.3053387128583
8 650.4542771101675, 887.1658940436133
8 292.6130421900443, 216.15988020649098
9 169.05110094296316, 264.5819915429464
10 293.5994659825583, 366.2484387033064
11 167.7435235106449, 426.80066773331953
14 118.5849200805585, 427.0855960660955
16 169.77918215815652, 505.02327727164646
17 180.67767827478366, 87.2135638721585
18 85.97998517148638, 195.91153764074397
20 648.2039426166141, 623.3233872434512
21 777.1801366662887, 741.6275229121127
22 768.9248425114439, 695.7713162682833
23 785.5063084598936, 648.9530594726605
24 745.5157141136325, 701.6235983677361
25 651.554073739084, 610.262972259611
26 543.6119816825092, 570.9226314799558
27 598.8097740553364, 820.5485567071753
28 583.3587395340074, 829.917801044577
29 580.8931489189018, 840.2732816280209
30 902.0747521645486, 265.210772967654
32 790.7946894996917, 63.558265743777525
33 694.7131955359325, 78.74694256340224
36 563.6124283569285, 167.00688474312037
37 572.9224176436376, 200.37961557086226
38 225.1033570351393, 276.661683695993
39 231.31351797920357, 282.7338878543103
40 61.40110234719724, 106.103160122981
41 319.5811711038502, 199.91116547405346
42 306.0300028501225, 125.46246097553255
44 942.8092978023626, 428.0398277891755
45 152.20655991035858, 336.3111942573765
46 143.66691793518996, 341.33451306629917
48 131.7456598296024, 462.7690746407571
12 119.45759337164867, 484.56670393988315
15 98.7995133148974, 485.5771535078764
50 729.761814149835, 264.28604777057103
51 632.0947697914609, 51.37165973570176
52 690.1538002210087, 277.9893858973368
53 693.0741402132737, 202.69149383595743
54 735.5872213348495, 522.4311894721166
55 724.4225164750916, 533.3392344500409
56 214.16903886535954, 430.8658238975849
57 221.98207247203575, 451.7771785507477
58 198.14740154237595, 488.37898185304533
59 453.1361468487929, 420.88518563618857
60 479.70769350823423, 465.9148295934097
61 436.21437265675263, 469.3271136491472
62 468.25106962745264, 631.0878570415122
63 707.542487025721, 839.5495186247902
64 691.2524349527957, 987.6311041554969
65 705.3460647355705, 881.3571906128072
66 688.4137599984745, 843.6861131826327
67 76.28540732776443, 175.7181018394152
68 161.68612378329044, 242.65355961630743
69 807.0614381390125, 238.5403265435505
70 868.4486507658047, 224.30760823668962
71 610.5736126427646, 120.74484583352108
73 610.0400281133541, 56.539643271680276
74 681.416438172468, 72.87876344090567
75 358.900094539591, 180.39023263795718
76 328.31298588031353, 171.5637366963443
77 273.372571187019, 62.204537156327675
